order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,delivery_time,price,order_month,order_month_clean
b52cc4919de82b4d696a4380d10804a3,be8c14c16a4d47194ccdfe10f1fc5b1a,delivered,13-06-2018 13:47:00,15-06-2018 02:37:00,15-06-2018 14:22:00,18-06-2018 22:32:00,26-06-2018,5,42.99,01-06-2018,2018-06
fdf128b3630c21adc9ca4fb8a51b68ec,a9d37ddc8ba4d9f6dbac7d8ec378cc95,delivered,15-07-2018 08:33:00,16-07-2018 14:31:00,17-07-2018 15:33:00,24-07-2018 16:41:00,02-08-2018,9,27.9,01-07-2018,2018-07
a6aeb116d2cb5013eb8a94585b71ffef,bb2f5e670f7155dc622c57e4b31d0a69,delivered,13-09-2017 14:27:00,13-09-2017 14:44:00,15-09-2017 18:42:00,16-09-2017 15:40:00,25-09-2017,3,50,01-09-2017,2017-09
fa516182d28f96f5f5c651026b0749ee,55e6b290205c84ddd23ddf5eb134efd4,delivered,13-04-2018 08:44:00,13-04-2018 13:30:00,13-04-2018 22:19:00,19-04-2018 20:41:00,08-05-2018,6,190,01-04-2018,2018-04
6abaad69b8b349c3a529b4b91ce18e46,f5618502bee8eafdee72fb6955e2ebdf,delivered,15-02-2018 10:33:00,15-02-2018 10:47:00,20-02-2018 14:15:00,24-02-2018 19:15:00,07-03-2018,9,42.9,01-02-2018,2018-02
974c1993ab8024d3ed16229183c2308d,a90391a47de936d56c66a5366cba1462,delivered,20-02-2017 11:45:00,22-02-2017 03:10:00,23-02-2017 06:47:00,09-03-2017 14:27:00,21-03-2017,17,69.9,01-02-2017,2017-02
82bce245b1c9148f8d19a55b9ff70644,388025bec8128ff20ec1a316ed4dcf02,delivered,20-04-2017 17:15:00,21-04-2017 05:15:00,24-04-2017 09:34:00,10-05-2017 09:17:00,12-05-2017,19,190,01-04-2017,2017-04
a910f58086d58b3ae6f37aa712d377b9,afb19a4b667cb708caab312757ec3d3f,delivered,15-09-2017 09:19:00,15-09-2017 09:35:00,18-09-2017 18:20:00,25-09-2017 20:14:00,11-10-2017,10,113.98,01-09-2017,2017-09
bd4bd0194d6d29f83b8557d4b89b572a,636e15840ab051faa13d3f781b6e4233,delivered,28-07-2018 16:52:00,31-07-2018 03:50:00,01-08-2018 16:01:00,06-08-2018 18:44:00,08-08-2018,9,24.99,01-07-2018,2018-07
634e8f4c0f6744a626f77f39770ac6aa,05e996469a2bf9559c7122b87e156724,delivered,09-08-2017 18:32:00,09-08-2017 18:45:00,10-08-2017 20:21:00,16-08-2017 18:17:00,31-08-2017,6,219,01-08-2017,2017-08
6d25592267349b322799e2beb687871e,5bb39c890c91b1d26801aa19a9336eac,delivered,26-08-2018 22:04:00,28-08-2018 04:10:00,28-08-2018 12:56:00,29-08-2018 12:40:00,30-08-2018,2,186,01-08-2018,2018-08
b8801cccd8068de30112e4f49903d74a,f26a435864aebedff7f7c84f82ee229f,delivered,30-07-2017 03:06:00,30-07-2017 03:25:00,31-07-2017 16:42:00,01-08-2017 14:27:00,16-08-2017,2,19.99,01-07-2017,2017-07
2711a938db643b3f0b62ee2c8a2784aa,29cb486c739f9774c8eb542e07b56cd2,delivered,22-12-2017 00:17:00,23-12-2017 02:15:00,27-12-2017 19:54:00,09-01-2018 19:52:00,19-01-2018,18,45,01-12-2017,2017-12
3bc77ce8be27211bac313c2daa402d1a,bf141bf67fbe428d558bcf0e018eab60,delivered,06-04-2017 22:39:00,06-04-2017 22:50:00,07-04-2017 14:54:00,11-04-2017 12:31:00,27-04-2017,4,58.2,01-04-2017,2017-04
10c320f977c6a18f91b2d14be13128c6,b673f0597cb0c4d12778f731045f361a,delivered,09-05-2017 20:48:00,09-05-2017 21:02:00,10-05-2017 11:22:00,18-05-2017 13:22:00,01-06-2017,8,110.99,01-05-2017,2017-05
0a4a2fccb27bd83a892fa503987a595b,6772a0a230a2667d16c3620f000e1348,delivered,20-04-2017 20:42:00,20-04-2017 20:55:00,25-04-2017 08:23:00,11-05-2017 13:07:00,25-05-2017,20,38.5,01-04-2017,2017-04
e4de6d53ecff736bc68804b0b6e9f635,9f6618c17568ac301465fe7ad056c674,delivered,16-10-2017 14:56:00,17-10-2017 03:49:00,27-10-2017 22:14:00,08-11-2017 21:25:00,21-11-2017,23,179.99,01-10-2017,2017-10
6b860b35691d486e45dc98e3514ec5f6,fee181bf648906d1c57f84f216976286,delivered,08-12-2017 09:42:00,09-12-2017 02:49:00,11-12-2017 15:19:00,19-12-2017 18:43:00,03-01-2018,11,544,01-12-2017,2017-12
ec341c54a5ebf8ee0a67a8632aa7579b,df9b032b2ad0fd6bf37dfb48e5f83845,delivered,26-08-2017 16:53:00,27-08-2017 17:04:00,30-08-2017 13:26:00,08-09-2017 20:39:00,21-09-2017,13,14.82,01-08-2017,2017-08
cadbb3657dac2dbbd5b84b12e7b78aad,93ada7a24817edda9f4ab998fa823d16,delivered,27-02-2018 12:55:00,01-03-2018 02:48:00,03-03-2018 02:27:00,16-03-2018 14:59:00,29-03-2018,17,394.9,01-02-2018,2018-02
9defaf92cff22420e4e8ef7784815a55,64fb950e760ec8b0db79154a1fa9c1bf,delivered,11-05-2018 13:10:00,11-05-2018 13:36:00,16-05-2018 14:43:00,21-05-2018 16:09:00,05-06-2018,10,49.9,01-05-2018,2018-05
20e0101b20700188cadb288126949685,48558a50a7ba1aab61891936d2ca7681,delivered,22-01-2018 19:22:00,22-01-2018 19:36:00,24-01-2018 23:32:00,15-02-2018 20:08:00,19-02-2018,24,89.18,01-01-2018,2018-01
0e782c3705510e717d28907746cbda82,3a897024068ed42a183de61d5727d866,delivered,01-05-2018 08:12:00,01-05-2018 08:52:00,02-05-2018 19:01:00,04-05-2018 14:02:00,16-05-2018,3,29.99,01-05-2018,2018-05
d3d6788577c9592da441752e8a1dd5e3,8628fac2267e8c8804525da99c10ed0e,delivered,19-09-2017 22:17:00,20-09-2017 07:55:00,22-09-2017 17:23:00,10-10-2017 18:43:00,13-10-2017,20,58.99,01-09-2017,2017-09
86f21bf63784876b9fd6d35f46581d72,332df68ccac2f2f7d9e11299188f8bce,delivered,11-04-2018 22:32:00,11-04-2018 22:49:00,14-04-2018 00:02:00,27-04-2018 23:14:00,21-05-2018,16,98.44,01-04-2018,2018-04
8447ff843b2616c50c0ced28ab1dae03,e28dd4261bed9c7ba89ecaf411b88f7c,delivered,20-12-2017 23:45:00,22-12-2017 02:37:00,23-12-2017 13:10:00,09-01-2018 18:14:00,22-01-2018,19,219.9,01-12-2017,2017-12
f169bd689fb8b32ccd62df9050aebc0b,82f0b75bb50fcb30711e5277e36b3983,delivered,22-04-2018 23:23:00,24-04-2018 19:24:00,27-04-2018 13:46:00,30-04-2018 17:57:00,07-05-2018,7,759,01-04-2018,2018-04
77e9941864fc840be8e4b1ba5347c0f7,3135962ee745ef39b85576df7ddbaa99,delivered,03-08-2018 08:59:00,03-08-2018 09:31:00,03-08-2018 10:10:00,17-08-2018 00:49:00,27-08-2018,13,65.9,01-08-2018,2018-08
41bb5cee06dbf170878a9ef93ac7e7f5,1833a0540067becaf59368fe4cd4303a,delivered,14-05-2018 08:35:00,14-05-2018 08:52:00,16-05-2018 14:46:00,18-05-2018 14:48:00,08-06-2018,4,10.9,01-05-2018,2018-05
f7959f8385f34c4f645327465a1c9fc4,0bf19317b1830a69e55b40710576aa7a,delivered,30-03-2017 07:50:00,30-03-2017 08:05:00,30-03-2017 10:55:00,10-04-2017 02:59:00,26-04-2017,10,17.9,01-03-2017,2017-03
23f553848a03aaab35bb3f9f87725125,c622b892a190735ef81c0087973fa16d,delivered,05-06-2018 09:10:00,05-06-2018 09:32:00,06-06-2018 15:37:00,18-06-2018 12:36:00,23-07-2018,13,99.2,01-06-2018,2018-06
e3447938231fb6ba2fee0231b51eca59,2c3642e1392097fb4af76a76fec16a46,delivered,26-08-2018 11:04:00,26-08-2018 11:15:00,27-08-2018 15:52:00,28-08-2018 21:06:00,30-08-2018,2,160,01-08-2018,2018-08
e346cd9299371b18c0b28e8e29a5e376,fb9590a1e30e0ba8304ea73a31325797,delivered,17-05-2017 08:36:00,17-05-2017 08:45:00,17-05-2017 10:13:00,23-05-2017 13:32:00,06-06-2017,6,29.9,01-05-2017,2017-05
a5474c0071dd5d1074e12d417078bbd0,ef15b3240b2083e0487762ee2978d2b8,delivered,30-07-2018 22:41:00,01-08-2018 02:50:00,02-08-2018 10:35:00,03-08-2018 19:28:00,02-08-2018,3,13.99,01-07-2018,2018-07
bb7c5cf4dff9994daeab7c8ee9d287aa,9a4900710ff76d73cb3a0d152e73adf0,delivered,01-03-2018 22:14:00,02-03-2018 22:08:00,05-03-2018 17:32:00,09-03-2018 14:48:00,26-03-2018,7,535.9,01-03-2018,2018-03
66d03fb3c4b0f80b5db04ef9c260336d,c39bde0d4030d5e31e654f0c20db9786,delivered,06-02-2018 21:09:00,06-02-2018 21:29:00,07-02-2018 17:13:00,16-02-2018 20:24:00,07-03-2018,9,69.9,01-02-2018,2018-02
a6cd683d4bd3b9b1f0aa37b27f8116d3,48f239e15744ed5e7ffbafc6bb6e882b,delivered,28-01-2017 23:45:00,29-01-2017 01:31:00,01-02-2017 14:25:00,10-02-2017 17:30:00,10-03-2017,12,589.9,01-01-2017,2017-01
bfe42c22ecbf90bc9f35cf591270b6a7,803ac05904124294f8767894d6da532b,delivered,27-01-2018 22:04:00,27-01-2018 22:16:00,03-02-2018 03:56:00,09-02-2018 20:16:00,26-02-2018,12,27.3,01-01-2018,2018-01
e1da8361c76cab67aa3588a1fbf1af54,dd854e24b40e3bc2b306946dee252015,delivered,01-07-2017 15:42:00,04-07-2017 04:10:00,04-07-2017 14:52:00,12-07-2017 20:17:00,25-07-2017,11,235.99,01-07-2017,2017-07
af5b0604e113e1526593d505a26ef39d,b896b244963dc7543d400ad82d6710e0,delivered,27-09-2017 12:07:00,27-09-2017 12:26:00,29-09-2017 22:25:00,30-09-2017 17:13:00,16-10-2017,3,19.9,01-09-2017,2017-09
4da3bd761ca73d692ae0f5c252495546,65ee4aa816cda8ad41e05c75e1cb691e,delivered,01-02-2018 12:31:00,01-02-2018 12:54:00,02-02-2018 00:39:00,02-02-2018 16:12:00,19-02-2018,1,18.5,01-02-2018,2018-02
80d817467dc3d0a4bb5ab8986c962b1f,a4a2abd07b1cdd4902cf245cdfa1451d,delivered,22-08-2018 16:10:00,22-08-2018 16:25:00,23-08-2018 14:33:00,28-08-2018 14:52:00,05-09-2018,5,99.8,01-08-2018,2018-08
c75acba615d2db29345327974641467d,2b47ff70d422cc3ada976dea40f48782,delivered,06-07-2018 23:36:00,07-07-2018 10:10:00,10-07-2018 14:25:00,13-07-2018 17:18:00,10-08-2018,6,84.99,01-07-2018,2018-07
210e60465099814a1d2c7635e4065153,fc849c5fbc7e2b0c7cfebc138886c693,delivered,09-05-2018 18:27:00,09-05-2018 18:54:00,10-05-2018 16:07:00,22-05-2018 00:08:00,29-05-2018,12,199,01-05-2018,2018-05
4b3a605942f29d490cb74bd6ace6b9f0,e8a332c3433fbd37920ec89fc295d075,delivered,29-09-2017 09:32:00,29-09-2017 09:44:00,29-09-2017 21:58:00,30-09-2017 16:55:00,17-10-2017,1,29.99,01-09-2017,2017-09
1c35ac660d7ef6691b25d20df3d6eccb,68c85132eb3b96fbe6cbddc09a568d24,delivered,27-06-2017 23:11:00,27-06-2017 23:35:00,28-06-2017 14:28:00,29-06-2017 10:16:00,10-07-2017,1,59.9,01-06-2017,2017-06
01a75ac3dd000b7628a684be97c29234,57ee2ef64f17a5f9a4bf30489b06326c,delivered,23-01-2018 10:32:00,23-01-2018 10:59:00,26-01-2018 19:12:00,07-02-2018 14:59:00,21-02-2018,15,42.9,01-01-2018,2018-01
0c6b011f8a4f87010c23995f5807d152,a78b75a2ad06180de06b82857ca442b3,delivered,20-08-2018 18:24:00,20-08-2018 18:35:00,21-08-2018 11:53:00,28-08-2018 13:43:00,13-09-2018,7,43,01-08-2018,2018-08
